분석,signal,h,n_coins,incl,excl,n_obs,abs,abs_lo,abs_hi,diff,diff_lo,diff_hi,p_abs,p_diff,p_comb,invalid,verdict,p_holm,holm_sig
후기재검증,S2,12,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,2997,-0.14039525845673767,-0.43162194692757266,0.1634647397719039,0.15222309578035792,-0.057784392685020405,0.37295136399924406,0.8145927036481759,0.08095952023988005,0.8145927036481759,0.0,탈락,1.0,False
후기재검증,S2,24,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,1818,-0.04831297084811023,-0.5261765508938897,0.4492964550906407,0.23563782695816546,-0.09404408874820089,0.5902628775553889,0.5702148925537232,0.08845577211394302,0.5702148925537232,0.0,탈락,1.0,False
후기재검증,S3,4,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,1621,-0.2923394816867005,-0.4789448547451383,-0.11526815983258878,0.005733036752753814,-0.18093996040557145,0.1853707926221225,0.9985007496251874,0.49725137431284355,0.9985007496251874,0.0,탈락,1.0,False
후기재검증,S3,12,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,1206,-0.37073559232582703,-0.785216877315118,0.026682241254545384,-0.07811723808873137,-0.4790395452857877,0.3061502818308331,0.9635182408795602,0.6621689155422289,0.9635182408795602,0.0,탈락,1.0,False
후기재검증,S3,24,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,970,-0.5202310576213844,-1.0393722254525737,-0.027873857861035956,-0.2362802598151087,-0.7266010137432523,0.2193805559419679,0.9750124937531235,0.8470764617691154,0.9750124937531235,0.0,탈락,1.0,False
후기재검증,S4,4,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,3579,-0.28252150982377977,-0.40710245503385895,-0.1572952464522308,0.015551008615674548,-0.10100615375349967,0.13816456890022547,1.0,0.4007996001999001,1.0,0.0,탈락,1.0,False
후기재검증,S4,12,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,2851,-0.40570077117481157,-0.6311439382392737,-0.1898555172633518,-0.11308241693771597,-0.3184939707179673,0.10182002795721737,1.0,0.8495752123938031,1.0,0.0,탈락,1.0,False
후기재검증,S4,24,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,2289,-0.36243231472232806,-0.7027576728032666,-0.02304976227018296,-0.07848151691605242,-0.3752953817104468,0.21309940585809717,0.9810094952523738,0.7041479260369815,0.9810094952523738,0.0,탈락,1.0,False
후기재검증,S5,4,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,4464,-0.2821592727485844,-0.4186342426651806,-0.1572566281987512,0.015913245690869944,-0.09344775038384438,0.11781439601011275,1.0,0.3803098450774613,1.0,0.0,탈락,1.0,False
후기재검증,S5,12,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,3505,-0.24060489442894337,-0.47180469603889935,-0.018194240768230785,0.05201345980815224,-0.11845015975115851,0.20005771116707471,0.9775112443778111,0.2538730634682659,0.9775112443778111,0.0,탈락,1.0,False
후기재검증,S5,24,13,"ADA,ARB,AVAX,BTC,DOGE,ETH,LINK,ONDO,SOL,STX,SUI,XLM,XRP",,2701,-0.17972157084353604,-0.5667194084831249,0.23591294593460088,0.10422922696273967,-0.08543920995138299,0.3151294300200474,0.8125937031484258,0.1629185407296352,0.8125937031484258,0.0,탈락,1.0,False
