runId,전략,코인페어,타임프레임,시작일,종료일,초기자금,슬리피지(%),수수료(%),Walk-Forward,WF학습종료일,WF테스트종료일,세그먼트,총수익률(%),승률(%),최대낙폭(%),샤프비율,소르티노비율,칼마비율,손익비,회복계수,총거래,승리거래,패배거래,평균수익(%),평균손실(%),최대연속손실,생성일시
93,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-SOL,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-79.6300,7.24,-79.6300,-1.9760,-3.5642,-0.3950,5.5429,-1.0000,442,32,410,1.9400,-0.3500,37,2026-04-23 19:13:20
92,FAIR_VALUE_GAP,KRW-SENT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-22.8200,12.81,-47.4800,-1.0361,-1.9146,-1.6934,5.9381,-0.4806,203,26,177,5.7600,-0.9700,23,2026-04-23 19:10:34
91,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-SENT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,5.4600,16.67,-5.2900,1.4653,4.3524,7.9962,7.8247,1.0321,12,2,10,7.5900,-0.9700,5,2026-04-23 19:10:32
90,FAIR_VALUE_GAP,KRW-NEWT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-97.1300,14.88,-97.1500,-6.5126,-8.9785,-1.0199,2.1579,-0.9998,954,142,812,0.4100,-0.1900,49,2026-04-23 19:10:26
89,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-NEWT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-22.9300,5.81,-23.5300,-1.3114,-2.5741,-1.2533,10.0789,-0.9745,86,5,81,7.6600,-0.7600,21,2026-04-23 19:10:17
88,FAIR_VALUE_GAP,KRW-IP,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-92.2100,14.60,-92.6700,-4.8817,-7.5220,-1.0596,4.0227,-0.9950,767,112,655,1.7700,-0.4400,29,2026-04-23 19:09:51
87,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-IP,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-26.6000,6.00,-34.2500,-1.9143,-2.8667,-1.2452,6.9412,-0.7766,50,3,47,7.0800,-1.0200,34,2026-04-23 19:09:43
86,FAIR_VALUE_GAP,KRW-FLOCK,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-94.0500,13.29,-94.3100,-6.3585,-8.4933,-1.0543,3.5484,-0.9972,775,103,672,1.1000,-0.3100,24,2026-04-23 19:09:20
85,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-FLOCK,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-18.0900,9.88,-25.9400,-0.9337,-1.9789,-1.2948,7.0467,-0.6974,81,8,73,7.5400,-1.0700,19,2026-04-23 19:09:14
84,FAIR_VALUE_GAP,KRW-ETH,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9400,15.93,-99.9400,-5.7362,-7.4838,-0.8402,2.5000,-1.0000,2775,442,2333,0.2000,-0.0800,33,2026-04-23 19:08:52
83,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ETH,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-76.5400,6.18,-77.7400,-2.0497,-3.9275,-0.3772,6.9375,-0.9846,469,29,440,2.2200,-0.3200,80,2026-04-23 19:07:58
82,FAIR_VALUE_GAP,KRW-DOGE,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9400,15.10,-99.9400,-3.9682,-5.9066,-0.8261,2.7500,-1.0000,2583,390,2193,0.2200,-0.0800,57,2026-04-23 19:04:41
81,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-DOGE,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-92.5000,8.50,-93.3300,-2.1565,-4.0837,-0.4901,5.6552,-0.9911,729,62,667,1.6400,-0.2900,50,2026-04-23 19:03:56
80,FAIR_VALUE_GAP,KRW-CHZ,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9400,14.04,-99.9400,-5.9730,-7.8609,-0.9241,2.9000,-1.0000,2072,291,1781,0.2900,-0.1000,39,2026-04-23 19:01:13
79,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-CHZ,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-89.5200,6.55,-90.2700,-2.1686,-3.9117,-0.4596,7.5882,-0.9917,595,39,556,2.5800,-0.3400,66,2026-04-23 19:00:23
